0.000000000E0	0.000000000E0
1.600000000E-1	-1.668663444E-2
3.363000000E-1	-3.875461466E-2
4.958666667E-1	-7.127074457E-2
6.718666667E-1	-9.580079589E-2
8.318333333E-1	-1.047919544E-1
9.926666667E-1	-6.673044005E-2
1.167933333E0	-3.498364943E-2
1.328033333E0	3.225658947E-3
1.503866667E0	3.885070352E-2
1.663933333E0	4.154745865E-2
1.824333333E0	4.754403671E-2
1.999933333E0	3.673030672E-2
2.160066667E0	4.874944331E-3
2.336033333E0	-1.573666381E-3
2.496066667E0	3.980961965E-3
2.656266667E0	-1.402214104E-2
2.831933333E0	-1.367995965E-2
2.993000000E0	-3.170177340E-2
3.167900000E0	-2.199642889E-2
3.327966667E0	-2.649999392E-2
3.503866667E0	-1.869035201E-2
3.663933333E0	1.270362826E-3
3.824366667E0	9.644762744E-3
3.999933333E0	3.560564341E-2
4.159900000E0	2.254724278E-2
4.335866667E0	-5.750068544E-3
4.496033333E0	-2.156382844E-2
4.656266667E0	-2.347584076E-2
4.831900000E0	-1.678541371E-2
4.992133333E0	-1.836962322E-2
5.167933333E0	7.696810704E-3
5.327900000E0	8.870792382E-3
5.487933333E0	1.573398451E-2
5.664500000E0	2.197347021E-2
5.824233333E0	1.694369105E-2
5.999966667E0	8.180925079E-3
6.160000000E0	-2.680134952E-3
6.319966667E0	5.290488936E-4
6.495933333E0	-2.959080072E-2
6.656166667E0	-2.566531501E-2
6.831966667E0	-8.771488922E-3
6.992366667E0	-1.369537445E-2
7.167933333E0	-2.206066095E-2
7.327933333E0	-9.128040822E-3
7.487966667E0	-1.645481029E-2
7.663933333E0	1.886970109E-2
7.824466667E0	2.479959772E-2
7.999866667E0	4.713642439E-2
8.159966667E0	2.633666438E-2
8.320000000E0	5.007031486E-3
8.495966667E0	-1.225218841E-2
8.656066667E0	-2.247855257E-2
8.832000000E0	-1.772884586E-2
8.992633333E0	-2.568504792E-2
9.151900000E0	3.918637913E-3
9.327966667E0	1.781832996E-3
9.488100000E0	7.397914335E-3
9.663933333E0	3.084259005E-3
9.824633333E0	-3.818173693E-3
9.983866667E0	1.700758545E-3
1.016010000E1	-7.401688597E-3
1.031993333E1	-6.815642669E-3
1.049603333E1	2.475027576E-3
1.065660000E1	-5.471609215E-4
1.083190000E1	-1.063880654E-3
1.099246667E1	-8.663585013E-3
1.115200000E1	-1.204134035E-3
1.132796667E1	-5.407215393E-3
1.148800000E1	-1.319700495E-2
1.166386667E1	-1.166572613E-4
1.182433333E1	2.988217499E-3
1.198400000E1	9.230548664E-3
1.215996667E1	-1.386485802E-3
1.232000000E1	-5.424788529E-3
1.249593333E1	-4.429947533E-2
1.265626667E1	-2.339880322E-2
1.281603333E1	-2.009617700E-2
1.299200000E1	-3.433696928E-3
1.315200000E1	4.731105687E-3
1.332796667E1	2.404466998E-3
1.348800000E1	6.130631199E-3
1.366386667E1	-1.520955100E-3
1.382433333E1	-1.314628336E-2
1.398396667E1	-1.765392339E-2
1.415983333E1	-9.058609912E-3
1.432000000E1	-4.642362205E-3
1.449576667E1	9.670929093E-3
1.465586667E1	2.594189512E-3
1.481586667E1	-5.734175287E-3
1.499180000E1	-2.723962358E-2
1.515190000E1	-2.071069487E-2
