0.27823917 0.014246805
0.27836084 0.021307847
0.2784825 0.027858
0.27860417 0.033460256
0.27872584 0.038059577
0.2788475 0.043072137
0.27896917 0.04804343
0.27909084 0.053381235
0.2792125 0.05917963
0.27933417 0.063994704
0.27945584 0.066543515
0.2795775 0.065236193
0.27969917 0.062043457
0.27982084 0.059527217
0.2799425 0.058675962
0.28006417 0.059431748
0.28018584 0.061985749
0.2803075 0.064773057
0.28042917 0.06719074
0.28055084 0.07046662
0.2806725 0.073495184
0.28079417 0.076444626
0.28091584 0.081486248
0.2810375 0.086936782
0.28115917 0.091069519
0.28128084 0.096693026
0.2814025 0.10104947
0.28152417 0.10544651
0.28164584 0.1099445
0.2817675 0.11449491
0.28188917 0.11830798
0.28201084 0.12194923
0.2821325 0.12416259
0.28225417 0.12294989
0.28237584 0.12054777
0.2824975 0.11831878
0.28261917 0.11859179
0.28274084 0.12062659
0.2828625 0.12244844
0.28298417 0.12462726
0.28310584 0.12632407
0.2832275 0.12753698
0.28334917 0.12829826
0.28347084 0.13023158
0.2835925 0.13371029
0.28371417 0.13755668
0.28383584 0.14215073
0.2839575 0.14683935
0.28407917 0.15089745
0.28420084 0.1542921
0.2843225 0.15794654
0.28444417 0.16123891
0.28456584 0.16426969
0.2846875 0.1664796
0.28480917 0.16896325
0.28493084 0.1688046
0.2850525 0.16558396
0.28517417 0.16272706
0.28529584 0.1603154
0.2854175 0.15974902
0.28553917 0.1582297
0.28566084 0.15635079
0.2857825 0.15451037
0.28590417 0.1531028
0.28602584 0.15411585
0.2861475 0.15692287
0.28626917 0.1611735
0.28639084 0.16382771
0.2865125 0.16577125
0.28663417 0.16713212
0.28675584 0.16931495
0.2868775 0.16987682
0.28699917 0.16989848
0.28712084 0.1696993
0.2872425 0.16874294
0.28736417 0.16685235
0.28748584 0.16526685
0.2876075 0.1618787
0.28772917 0.15879748
0.28785084 0.15757207
0.2879725 0.15702273
0.28809417 0.15662408
0.28821584 0.15567719
0.2883375 0.15288339
0.28845917 0.14921607
0.28858084 0.14597665
0.2887025 0.14380259
0.28882417 0.14498526
0.28894584 0.14961963
0.2890675 0.15480561
0.28918917 0.16112757
0.28931084 0.16655444
0.2894325 0.17015289
0.28955417 0.17202598
0.28967584 0.17249003
0.2897975 0.17084983
0.28991917 0.16743922
0.29004084 0.16482304
0.2901625 0.16298146
0.29028417 0.16014918
0.29040584 0.15725999
0.2905275 0.15425873
0.29064917 0.1513995
0.29077084 0.14815166
0.2908925 0.14397679
0.29101417 0.13977752
0.29113584 0.13505219
0.2912575 0.13035828
0.29137917 0.12756896
0.29150084 0.12868669
0.2916225 0.13282005
0.29174417 0.13780088
0.29186584 0.14185219
0.2919875 0.14521211
0.29210917 0.14691134
0.29223084 0.1464097
0.2923525 0.14437834
0.29247417 0.14058039
0.29259584 0.1365731
0.2927175 0.13364023
0.29283917 0.12978342
0.29296084 0.12479767
0.2930825 0.11991255
0.29320417 0.11486134
0.29332584 0.11014684
0.2934475 0.10378613
0.29356917 0.097712649
0.29369084 0.09148433
0.2938125 0.086230402
0.29393417 0.082497939
0.29405584 0.081929754
0.2941775 0.085847699
0.29429917 0.091091979
0.29442084 0.094950929
0.2945425 0.097550086
0.29466417 0.097152648
0.29478584 0.094732464
0.2949075 0.090372365
0.29502917 0.086412725
0.29515084 0.08207461
0.2952725 0.078932787
0.29539417 0.075754169
0.29551584 0.070839921
0.2956375 0.06463883
0.29575917 0.058605519
0.29588084 0.052384694
0.2960025 0.046631115
0.29612417 0.04151149
0.29624584 0.036202561
0.2963675 0.031210588
0.29648917 0.027069076
0.29661084 0.024403618
0.2967325 0.024399203
0.29685417 0.02581191
0.29697584 0.026726776
0.2970975 0.027644286
0.29721917 0.026309998
0.29734084 0.023900804
0.2974625 0.020525725
0.29758417 0.017837392
0.29770584 0.015367404
0.2978275 0.01334899
0.29794917 0.011900059
0.29807084 0.010222455
0.2981925 0.0065860528
0.29831417 0.0016206146
0.29843584 -0.0035199177
0.2985575 -0.0082637247
0.29867917 -0.012571147
0.29880084 -0.016314994
0.2989225 -0.019735807
0.29904417 -0.022874034
0.29916584 -0.02482004
0.2992875 -0.027235478
0.29940917 -0.029418209
0.29953084 -0.029905512
0.2996525 -0.028788109
0.29977417 -0.027423212
0.29989584 -0.026999698
0.3000175 -0.026912651
0.30013917 -0.026618867
0.30026084 -0.02568948
0.3003825 -0.025244188
0.30050417 -0.025082236
0.30062584 -0.026512993
0.3007475 -0.028522737
0.30086917 -0.031446673
0.30099084 -0.034405087
0.3011125 -0.037880942
0.30123417 -0.040959031
0.30135584 -0.044898785
0.3014775 -0.046750504
0.30159917 -0.048035009
0.30172084 -0.049181817
0.3018425 -0.04936647
0.30196417 -0.047944035
0.30208584 -0.046641306
0.3022075 -0.046450095
0.30232917 -0.046828861
0.30245084 -0.04817981
0.3025725 -0.048989796
0.30269417 -0.049096344
0.30281584 -0.047928416
0.3029375 -0.046560413
0.30305917 -0.045218686
0.30318084 -0.044057502
0.3033025 -0.043660624
0.30342417 -0.044471671
0.30354584 -0.047883554
0.3036675 -0.052070614
0.30378917 -0.05816892
0.30391084 -0.064069357
