6.061422413793103592e-02 -6.233296973663485785e-01 7.164274482499454443e-03 -7.770443795219326988e-02 1.303579978831527875e+00 -1.261119144966996952e+00
1.116071428571428631e-01 -2.244080179676224140e-01 1.386904535128525781e-02 -5.910614336664301444e-02 -9.372899291446085135e-01 -9.639004584280351784e-01
1.173644095879819021e-01 -1.622599401012958797e-01 8.989438264959298194e-03 -1.563039632862167627e-02 -1.017172989237640657e+00 -8.844811750033038100e-01
1.473442669021192142e-01 2.112044588896933028e+00 1.001408530526303256e-02 2.426978040777764689e-01 -5.971203409543307528e-01 3.920229645239740601e-01
1.498077250132368310e-01 -3.533437815220227818e-01 1.393247456592912673e-02 -3.400306660006267856e-02 -1.218344554452696210e-01 -7.152853540782670994e-01
1.850917710064889365e-01 -1.814830165385416805e-01 1.792110693801518551e-02 -6.582618367713556629e-02 -6.024040742647119862e-01 1.821212378994139514e-01
2.051422319474835443e-01 -1.886912532521117236e-01 1.057936016184537337e-02 -2.123232611818269902e-02 -1.020608282245493603e+00 -7.690708169207233214e-01
2.048873340360168049e-01 -5.719680576690696627e-01 1.347622671775012410e-02 -7.419170433003652310e-02 -6.869790656275789331e-01 -7.552961705697602834e-01
2.463077142244701756e-01 -5.233508594138187586e-01 1.570595973715106092e-02 -7.713708307885386306e-02 -5.611223475712537878e-01 8.882243962050335728e-01
2.637594513803411811e-01 2.823146112546805586e+00 2.552631543140069376e-02 3.460137023477319329e-01 -4.751144322889011562e-02 2.414945024550035679e+00
2.773878410189207777e-01 -1.244014669413210233e-01 1.442262001408226892e-02 -2.644276639185860062e-02 -4.185296583015871708e-01 1.171189676025399695e+00
2.721207827618941644e-01 -1.190171603416021254e-02 1.440190621838802545e-02 -8.138883073436308652e-03 -1.859436906864317951e-01 1.223307402826594670e+00
3.284262397771536279e-01 -6.495984937530496772e-01 1.509336294949948330e-02 -5.868830660322211373e-02 2.033605694332340175e+00 -1.448205899538435037e-01
3.147640843784061948e-01 -6.549760686588584901e-01 1.934468966089649897e-02 -8.270354330142669352e-02 9.884387143440543921e-01 -2.767012069500098259e-01
3.358546958879953803e-01 -6.654783322255196643e-01 1.134855506670909460e-02 -3.003269497446808822e-02 1.870891889199875147e+00 -5.011357851595085178e-01
