6.061422413793103592e-02 -6.732852778581250863e-01 7.164274482499454443e-03 -8.538859437472469394e-02
1.116071428571428631e-01 -2.261536018951390836e-01 1.386904535128525781e-02 -6.551073285729708262e-02
1.173644095879819021e-01 -1.198368543340208869e-01 8.989438264959298194e-03 -1.223164361488435214e-02
1.473442669021192142e-01 2.326646413855910200e+00 1.001408530526303256e-02 7.659382762581953275e-01
1.498077250132368310e-01 -3.450802855579152006e-01 1.393247456592912673e-02 -3.538197829574062092e-02
1.850917710064889365e-01 -1.461508266285432567e-01 1.792110693801518551e-02 -5.310105208282802497e-02
2.051422319474835443e-01 -1.914182098678087196e-01 1.057936016184537337e-02 -3.076455891487000702e-02
2.048873340360168049e-01 -6.131552802618123188e-01 1.347622671775012410e-02 -8.067325478575863851e-02
2.463077142244701756e-01 -5.608817718791475615e-01 1.570595973715106092e-02 -9.824753055546431302e-02
2.637594513803411811e-01 2.584914732906939072e+00 2.552631543140069376e-02 1.235061873257216059e+00
2.773878410189207777e-01 -6.863019127270749212e-03 1.442262001408226892e-02 -2.244924810979883213e-03
2.721207827618941644e-01 9.858656962172779314e-02 1.440190621838802545e-02 6.837621841321932237e-02
3.284262397771536279e-01 -6.994729706076825426e-01 1.509336294949948330e-02 -6.232391676477115616e-02
3.147640843784061948e-01 -7.076948130362337164e-01 1.934468966089649897e-02 -8.906934178970626892e-02
3.358546958879953803e-01 -7.201548053308790553e-01 1.134855506670909460e-02 -3.237817328516374993e-02
